Time Predicted_BG
"24-Jun-2027 01:00:00" 127.647245290889
"24-Jun-2027 01:05:00" 124.293634765706
"24-Jun-2027 01:10:00" 124.073782008966
"24-Jun-2027 01:15:00" 119.95396186334
"24-Jun-2027 01:20:00" 117.871521422599
"24-Jun-2027 01:25:00" 117.752059780837
"24-Jun-2027 01:30:00" 118.858701823817
"24-Jun-2027 01:35:00" 116.611380252691
"24-Jun-2027 01:40:00" 114.592992211955
"24-Jun-2027 01:45:00" 112.355209267327
"24-Jun-2027 01:50:00" 109.766265468489
"24-Jun-2027 01:55:00" 106.360929511455
"24-Jun-2027 02:00:00" 104.606764406446
"24-Jun-2027 02:05:00" 105.224338900529
"24-Jun-2027 02:10:00" 104.872926524999
"24-Jun-2027 02:15:00" 104.487897747631
"24-Jun-2027 02:20:00" 105.881333055806
"24-Jun-2027 02:25:00" 105.571340424943
"24-Jun-2027 02:30:00" 101.101130123117
"24-Jun-2027 02:35:00" 100.082546335555
"24-Jun-2027 02:40:00" 98.6576196513936
"24-Jun-2027 02:45:00" 98.0459023910077
"24-Jun-2027 02:50:00" 95.7317630071595
"24-Jun-2027 02:55:00" 93.9706271949694
"24-Jun-2027 03:00:00" 91.1479765445769
"24-Jun-2027 03:05:00" 90.1778388834199
"24-Jun-2027 03:10:00" 86.7620653913711
"24-Jun-2027 03:15:00" 82.4499528553886
"24-Jun-2027 03:20:00" 84.0672017848473
"24-Jun-2027 03:25:00" 83.4099733824585
"24-Jun-2027 03:30:00" 84.3512183861313
"24-Jun-2027 03:35:00" 88.1510564869661
"24-Jun-2027 03:40:00" 94.8656611377776
"24-Jun-2027 03:45:00" 86.2371404540149
"24-Jun-2027 03:50:00" 83.6165580311924
"24-Jun-2027 03:55:00" 82.9286107871467
"24-Jun-2027 04:00:00" 79.589311615469
"24-Jun-2027 04:05:00" 78.5055994689048
"24-Jun-2027 04:10:00" 78.614143544925
"24-Jun-2027 04:15:00" 81.7544032852031
"24-Jun-2027 04:20:00" 81.4518089883403
"24-Jun-2027 04:25:00" 82.0298887297383
"24-Jun-2027 04:30:00" 86.151525653676
"24-Jun-2027 04:35:00" 81.285007056892
"24-Jun-2027 04:40:00" 82.4178423532064
"24-Jun-2027 04:45:00" 81.0725735746157
"24-Jun-2027 04:50:00" 75.1168144157974
"24-Jun-2027 04:55:00" 71.2973518331955
"24-Jun-2027 05:00:00" 70.4045615035908
"24-Jun-2027 05:05:00" 68.4434548816264
"24-Jun-2027 05:10:00" 73.6653250087201
"24-Jun-2027 05:15:00" 73.0363992277582
"24-Jun-2027 05:20:00" 72.0086942688392
"24-Jun-2027 05:25:00" 71.4736136876149
"24-Jun-2027 05:30:00" 68.7731385421705
"24-Jun-2027 05:35:00" 70.4248484439347
"24-Jun-2027 05:40:00" 72.1273300664612
"24-Jun-2027 05:45:00" 68.2737838957703
"24-Jun-2027 05:50:00" 69.1557179013013
"24-Jun-2027 05:55:00" 67.4355009892118
"24-Jun-2027 06:00:00" 67.6560866237367
"24-Jun-2027 06:05:00" 66.6209067169902
"24-Jun-2027 06:10:00" 75.0478495708271
"24-Jun-2027 06:15:00" 78.9295104843427
"24-Jun-2027 06:20:00" 81.6159065267727
"24-Jun-2027 06:25:00" 78.2002059348552
"24-Jun-2027 06:30:00" 81.4260791784164
"24-Jun-2027 06:35:00" 87.3697066115342
"24-Jun-2027 06:40:00" 89.3965164954941
"24-Jun-2027 06:45:00" 82.3785550690159
"24-Jun-2027 06:50:00" 81.3430222962809
"24-Jun-2027 06:55:00" 79.8469650100566
"24-Jun-2027 07:00:00" 82.6591038321449
"24-Jun-2027 07:05:00" 74.2061801153123
"24-Jun-2027 07:10:00" 72.7147322389489
"24-Jun-2027 07:15:00" 71.75229515878
"24-Jun-2027 07:20:00" 69.0624385787048
"24-Jun-2027 07:25:00" 66.1277501170892
"24-Jun-2027 07:30:00" 64.471482676273
"24-Jun-2027 07:35:00" 66.7370957564182
"24-Jun-2027 07:40:00" 71.1142815696858
"24-Jun-2027 07:45:00" 66.479212925069
"24-Jun-2027 07:50:00" 70.8665280201927
"24-Jun-2027 07:55:00" 66.9080548232274
"24-Jun-2027 08:15:00" 67.2596744955986
"24-Jun-2027 08:20:00" 63.9560575895078
"24-Jun-2027 08:25:00" 67.6368464782033
"24-Jun-2027 08:30:00" NaN
"24-Jun-2027 08:35:00" NaN
"24-Jun-2027 08:40:00" NaN
"24-Jun-2027 08:45:00" NaN
"24-Jun-2027 08:50:00" NaN
"24-Jun-2027 08:55:00" NaN
"24-Jun-2027 09:00:00" NaN
"24-Jun-2027 09:05:00" NaN
"24-Jun-2027 09:10:00" NaN
"24-Jun-2027 09:15:00" NaN
"24-Jun-2027 09:20:00" NaN
"24-Jun-2027 09:25:00" NaN
"24-Jun-2027 09:30:00" NaN
"24-Jun-2027 09:35:00" NaN
"24-Jun-2027 09:40:00" NaN
"24-Jun-2027 09:45:00" NaN
"24-Jun-2027 09:50:00" NaN
"24-Jun-2027 09:55:00" NaN
"24-Jun-2027 10:00:00" NaN
"24-Jun-2027 10:05:00" NaN
"24-Jun-2027 10:10:00" NaN
"24-Jun-2027 10:15:00" NaN
"24-Jun-2027 10:20:00" NaN
"24-Jun-2027 10:25:00" NaN
"24-Jun-2027 10:30:00" NaN
"24-Jun-2027 10:35:00" NaN
"24-Jun-2027 10:40:00" NaN
"24-Jun-2027 10:45:00" 156.063216294438
"24-Jun-2027 10:50:00" 164.389654216219
"24-Jun-2027 10:55:00" 166.019817170641
"24-Jun-2027 11:00:00" 167.352616367455
"24-Jun-2027 11:05:00" 168.151184120153
"24-Jun-2027 11:10:00" 162.080913153745
"24-Jun-2027 11:15:00" 161.263049546686
"24-Jun-2027 11:20:00" 157.901106417805
"24-Jun-2027 11:25:00" 157.629245155209
"24-Jun-2027 11:30:00" 155.783540357248
"24-Jun-2027 11:35:00" 154.848673570489
"24-Jun-2027 11:40:00" 161.538278690236
"24-Jun-2027 11:45:00" 163.199779092589
"24-Jun-2027 11:50:00" 163.329419321381
"24-Jun-2027 11:55:00" 163.237156946199
"24-Jun-2027 12:00:00" 147.356749406004
"24-Jun-2027 12:05:00" 147.547799698112
"24-Jun-2027 12:10:00" 149.916428583306
"24-Jun-2027 12:15:00" 146.134995374552
"24-Jun-2027 12:20:00" 146.176450284103
"24-Jun-2027 12:25:00" 141.659947884948
"24-Jun-2027 12:30:00" 138.436958754989
"24-Jun-2027 12:35:00" 135.936678734714
"24-Jun-2027 12:40:00" 126.414660738291
"24-Jun-2027 12:45:00" 124.69538487988
"24-Jun-2027 12:50:00" 124.533100020578
"24-Jun-2027 12:55:00" 116.396518496203
"24-Jun-2027 13:00:00" 114.740176092929
"24-Jun-2027 13:05:00" 113.10458641432
"24-Jun-2027 13:10:00" 123.584418729317
"24-Jun-2027 13:15:00" 166.227185932455
"24-Jun-2027 13:20:00" 159.469276849213
"24-Jun-2027 13:25:00" 158.124756305326
"24-Jun-2027 13:30:00" 197.66296677875
"24-Jun-2027 13:35:00" 182.415390655458
"24-Jun-2027 13:40:00" 196.497516698314
"24-Jun-2027 13:45:00" 228.178244006652
"24-Jun-2027 13:50:00" 234.548518148949
"24-Jun-2027 13:55:00" 242.314372044207
"24-Jun-2027 14:00:00" 228.491620064615
"24-Jun-2027 14:05:00" 211.401448292243
"24-Jun-2027 14:10:00" 228.288044656636
"24-Jun-2027 14:15:00" 256.177835172974
"24-Jun-2027 14:20:00" 232.69713610901
"24-Jun-2027 14:25:00" 222.322545284881
"24-Jun-2027 14:30:00" 238.513548629844
"24-Jun-2027 14:35:00" 265.417224318301
"24-Jun-2027 14:40:00" 273.26050864557
"24-Jun-2027 14:45:00" 249.106631360724
"24-Jun-2027 14:50:00" 286.613791793785
"24-Jun-2027 14:55:00" 274.127057875961
"24-Jun-2027 15:00:00" 278.677918144639
"24-Jun-2027 15:05:00" 297.370870545104
"24-Jun-2027 15:10:00" 310.319517523115
"24-Jun-2027 15:15:00" 303.151140364218
"24-Jun-2027 15:20:00" 298.831423473041
"24-Jun-2027 15:25:00" 303.35936340092
"24-Jun-2027 15:30:00" 304.03555539318
"24-Jun-2027 15:35:00" 294.216405963634
"24-Jun-2027 15:40:00" 293.258938487559
"24-Jun-2027 15:45:00" 282.580500221242
"24-Jun-2027 15:50:00" 273.924153952036
"24-Jun-2027 15:55:00" 271.061525815871
"24-Jun-2027 16:00:00" 259.127052503466
"24-Jun-2027 16:05:00" 237.536385175782
"24-Jun-2027 16:10:00" 236.404357551153
"24-Jun-2027 16:15:00" 224.741881670922
"24-Jun-2027 16:20:00" 206.699028314821
"24-Jun-2027 16:25:00" 199.981651124175
"24-Jun-2027 16:30:00" 198.769428131277
"24-Jun-2027 16:35:00" 190.310481762421
"24-Jun-2027 16:40:00" 190.651834403235
"24-Jun-2027 16:45:00" 187.096529569929
"24-Jun-2027 16:50:00" 175.871169431645
"24-Jun-2027 16:55:00" 167.249924965846
"24-Jun-2027 17:00:00" 158.015508120728
"24-Jun-2027 17:05:00" 150.160963664217
"24-Jun-2027 17:10:00" 145.160285036326
"24-Jun-2027 17:15:00" 139.014920731182
"24-Jun-2027 17:20:00" 134.649689537208
"24-Jun-2027 17:25:00" 124.970554373131
"24-Jun-2027 17:30:00" 119.543741032709
"24-Jun-2027 17:35:00" 120.875197944725
"24-Jun-2027 17:40:00" 111.306565399179
"24-Jun-2027 17:45:00" 113.822489440551
"24-Jun-2027 17:50:00" 110.330900752103
"24-Jun-2027 17:55:00" 107.47295198181
"24-Jun-2027 18:00:00" 108.336440469569
"24-Jun-2027 18:05:00" 104.938250666193
"24-Jun-2027 18:10:00" 96.7623681035358
"24-Jun-2027 18:15:00" 98.5580644830496
"24-Jun-2027 18:20:00" 93.4695624361524
"24-Jun-2027 18:25:00" 96.3677641969107
"24-Jun-2027 18:30:00" 98.1881187554361
"24-Jun-2027 18:35:00" 99.8866144575996
"24-Jun-2027 18:40:00" 107.270273592218
"24-Jun-2027 18:45:00" 113.632577055494
"24-Jun-2027 18:50:00" 134.583745273612
"24-Jun-2027 18:55:00" 161.154738084247
"24-Jun-2027 19:00:00" 164.870087860046
"24-Jun-2027 19:05:00" 166.00559675215
"24-Jun-2027 19:10:00" 177.38017739886
"24-Jun-2027 19:15:00" 186.701181830102
"24-Jun-2027 19:20:00" 158.641254043312
"24-Jun-2027 19:25:00" 167.977410548759
"24-Jun-2027 19:30:00" 181.42251516579
"24-Jun-2027 19:35:00" 191.663876407412
"24-Jun-2027 19:40:00" 196.99839363741
"24-Jun-2027 19:45:00" 203.203598968703
"24-Jun-2027 19:50:00" 209.343141960076
"24-Jun-2027 19:55:00" 223.14360853246
"24-Jun-2027 20:00:00" 206.642844381018
"24-Jun-2027 20:05:00" 200.851707263404
"24-Jun-2027 20:10:00" 183.979473208801
"24-Jun-2027 20:15:00" 183.426752219736
"24-Jun-2027 20:20:00" 183.548464296655
"24-Jun-2027 20:25:00" 180.022301256892
"24-Jun-2027 20:30:00" 180.246079916466
"24-Jun-2027 20:35:00" 182.24186331176
"24-Jun-2027 20:40:00" 176.813355878922
"24-Jun-2027 20:45:00" 166.48541581148
"24-Jun-2027 20:50:00" 171.078101432575
"24-Jun-2027 20:55:00" 169.5788323889
"24-Jun-2027 21:00:00" 163.4489803984
"24-Jun-2027 21:05:00" 158.0424236392
"24-Jun-2027 21:10:00" 157.383543265118
"24-Jun-2027 21:15:00" 165.935641937367
"24-Jun-2027 21:20:00" 171.849182151716
"24-Jun-2027 21:25:00" 171.618391950245
"24-Jun-2027 21:30:00" 176.593953481229
"24-Jun-2027 21:35:00" 177.756207718017
"24-Jun-2027 21:40:00" 165.640273996525
"24-Jun-2027 21:45:00" 172.879333487791
"24-Jun-2027 21:50:00" 163.893823772426
"24-Jun-2027 21:55:00" 165.510565235844
"24-Jun-2027 22:00:00" 164.567660300951
"24-Jun-2027 22:05:00" 163.677048714794
"24-Jun-2027 22:10:00" 166.600193419644
"24-Jun-2027 22:15:00" 165.107206857907
"24-Jun-2027 22:20:00" 164.758167273557
"24-Jun-2027 22:25:00" 163.132688824712
"24-Jun-2027 22:30:00" 163.749119136196
"24-Jun-2027 22:35:00" 151.267855585942
"24-Jun-2027 22:40:00" 145.340837902546
"24-Jun-2027 22:45:00" 133.586461449744
"24-Jun-2027 22:50:00" 125.161975756688
"24-Jun-2027 22:55:00" 126.246932297977
"24-Jun-2027 23:00:00" 138.38679437877
"24-Jun-2027 23:05:00" 139.435210060614
"24-Jun-2027 23:10:00" 129.57553356461
"24-Jun-2027 23:15:00" 127.988805552786
"24-Jun-2027 23:20:00" 118.993505560606
"24-Jun-2027 23:25:00" 116.958673753881
"24-Jun-2027 23:30:00" 111.592152627434
"24-Jun-2027 23:35:00" 109.784387856265
"24-Jun-2027 23:40:00" 114.364444273409
"24-Jun-2027 23:45:00" 115.473862667379
"24-Jun-2027 23:50:00" 115.880254189804
"24-Jun-2027 23:55:00" 110.69309188552
"25-Jun-2027 00:00:00" 103.724954508873
"25-Jun-2027 00:05:00" 102.690437664257
"25-Jun-2027 00:10:00" 97.9732077990688
"25-Jun-2027 00:15:00" 103.084846019836
"25-Jun-2027 00:20:00" 104.972542429232
"25-Jun-2027 00:25:00" 106.027888927776
"25-Jun-2027 00:30:00" 109.016009050542
"25-Jun-2027 00:35:00" 122.499242744529
"25-Jun-2027 00:40:00" 116.796542033103
"25-Jun-2027 00:45:00" 118.348457269653
"25-Jun-2027 00:50:00" 122.248295952602
"25-Jun-2027 00:55:00" 117.783941475489
"25-Jun-2027 01:00:00" 117.952845700726
